Parameters for cropping eye images
Name of the iris sample, iris x-coordinate, iris y-coordinate, iris radius
u119_s02_iris_ds2-lg-0l_01.bmp,298,313,107
u119_s02_iris_ds2-lg-0l_02.bmp,303,287,107
u119_s01_iris_ds2-lg-0r_01.bmp,304,300,107
u119_s01_iris_ds2-lg-0r_02.bmp,286,315,107
u119_s02_iris_ds2-lg-0r_01.bmp,304,335,108
u119_s02_iris_ds2-lg-0r_02.bmp,266,243,105
u120_s01_iris_ds2-lg-0l_01.bmp,274,327,108
u120_s01_iris_ds2-lg-0l_02.bmp,280,332,110
u120_s02_iris_ds2-lg-0l_01.bmp,305,335,107
u120_s02_iris_ds2-lg-0l_02.bmp,301,352,108
u120_s01_iris_ds2-lg-0r_01.bmp,285,303,103
u120_s01_iris_ds2-lg-0r_02.bmp,304,320,103
u120_s02_iris_ds2-lg-0r_01.bmp,276,383,103
u120_s02_iris_ds2-lg-0r_02.bmp,296,298,102
u121_s01_iris_ds2-lg-0l_01.bmp,328,342,108
u121_s01_iris_ds2-lg-0l_02.bmp,287,378,112
u121_s02_iris_ds2-lg-0l_01.bmp,285,377,110
u121_s02_iris_ds2-lg-0l_02.bmp,238,390,108
u121_s01_iris_ds2-lg-0r_01.bmp,283,363,105
u121_s01_iris_ds2-lg-0r_02.bmp,295,382,112
u121_s02_iris_ds2-lg-0r_01.bmp,257,306,112
u121_s02_iris_ds2-lg-0r_02.bmp,253,300,108
u122_s01_iris_ds2-lg-0l_01.bmp,235,328,115
u122_s01_iris_ds2-lg-0l_02.bmp,235,318,108
u122_s02_iris_ds2-lg-0l_01.bmp,244,340,110
u122_s02_iris_ds2-lg-0l_02.bmp,269,333,108
u122_s01_iris_ds2-lg-0r_01.bmp,228,328,108
u122_s01_iris_ds2-lg-0r_02.bmp,231,345,105
u122_s02_iris_ds2-lg-0r_01.bmp,215,355,107
u122_s02_iris_ds2-lg-0r_02.bmp,229,330,105
u123_s01_iris_ds2-lg-0l_01.bmp,270,325,105
u123_s01_iris_ds2-lg-0l_02.bmp,235,296,108
u123_s02_iris_ds2-lg-0l_01.bmp,270,340,103
u123_s02_iris_ds2-lg-0l_02.bmp,264,292,107
u123_s01_iris_ds2-lg-0r_01.bmp,285,327,102
u123_s01_iris_ds2-lg-0r_02.bmp,245,267,103
u123_s02_iris_ds2-lg-0r_01.bmp,256,332,105
u123_s02_iris_ds2-lg-0r_02.bmp,253,324,102
u124_s01_iris_ds2-lg-0l_01.bmp,207,384,117
u124_s01_iris_ds2-lg-0l_02.bmp,243,367,117
u124_s02_iris_ds2-lg-0l_01.bmp,262,392,113
u124_s02_iris_ds2-lg-0l_02.bmp,278,423,115
u124_s01_iris_ds2-lg-0r_01.bmp,227,357,115
u124_s01_iris_ds2-lg-0r_02.bmp,285,360,115
u124_s02_iris_ds2-lg-0r_01.bmp,308,362,115
u124_s02_iris_ds2-lg-0r_02.bmp,253,365,113
u125_s01_iris_ds2-lg-0l_01.bmp,295,415,113
u125_s01_iris_ds2-lg-0l_02.bmp,245,355,110
u125_s02_iris_ds2-lg-0l_01.bmp,240,399,113
u125_s02_iris_ds2-lg-0l_02.bmp,272,394,110
u125_s01_iris_ds2-lg-0r_01.bmp,275,356,105
u125_s01_iris_ds2-lg-0r_02.bmp,255,342,107
u125_s02_iris_ds2-lg-0r_01.bmp,275,364,105
u125_s02_iris_ds2-lg-0r_02.bmp,258,382,105
u126_s01_iris_ds2-lg-0l_01.bmp,262,363,108
u126_s01_iris_ds2-lg-0l_02.bmp,275,360,112
u126_s02_iris_ds2-lg-0l_01.bmp,257,367,110
u126_s02_iris_ds2-lg-0l_02.bmp,250,398,112
u126_s01_iris_ds2-lg-0r_01.bmp,226,359,107
u126_s01_iris_ds2-lg-0r_02.bmp,275,379,110
u126_s02_iris_ds2-lg-0r_01.bmp,221,407,107
u126_s02_iris_ds2-lg-0r_02.bmp,235,397,110
u127_s01_iris_ds2-lg-0l_01.bmp,281,325,113
u127_s01_iris_ds2-lg-0l_02.bmp,259,308,113
u127_s02_iris_ds2-lg-0l_01.bmp,271,308,117
u127_s02_iris_ds2-lg-0l_02.bmp,259,325,115
u127_s01_iris_ds2-lg-0r_01.bmp,289,279,112
u127_s01_iris_ds2-lg-0r_02.bmp,256,285,112
u127_s02_iris_ds2-lg-0r_01.bmp,290,295,108
u127_s02_iris_ds2-lg-0r_02.bmp,264,260,110
u128_s01_iris_ds2-lg-0l_01.bmp,265,388,117
u128_s01_iris_ds2-lg-0l_02.bmp,302,403,107
u128_s02_iris_ds2-lg-0l_01.bmp,211,360,112
u128_s02_iris_ds2-lg-0l_02.bmp,239,368,110
u128_s01_iris_ds2-lg-0r_01.bmp,312,348,112
u128_s01_iris_ds2-lg-0r_02.bmp,297,381,110
u128_s02_iris_ds2-lg-0r_01.bmp,248,336,110
u128_s02_iris_ds2-lg-0r_02.bmp,242,338,110
u129_s01_iris_ds2-lg-0l_01.bmp,295,377,105
u129_s01_iris_ds2-lg-0l_02.bmp,277,403,108
u129_s02_iris_ds2-lg-0l_01.bmp,250,402,107
u129_s02_iris_ds2-lg-0l_02.bmp,261,338,108
u129_s01_iris_ds2-lg-0r_01.bmp,235,365,102
u129_s01_iris_ds2-lg-0r_02.bmp,255,378,103
u129_s02_iris_ds2-lg-0r_01.bmp,234,328,105
u129_s02_iris_ds2-lg-0r_02.bmp,270,340,107
u130_s01_iris_ds2-lg-0l_01.bmp,250,358,120
u130_s01_iris_ds2-lg-0l_02.bmp,242,360,112
u130_s02_iris_ds2-lg-0l_01.bmp,235,333,108
u130_s02_iris_ds2-lg-0l_02.bmp,243,353,117
u130_s01_iris_ds2-lg-0r_01.bmp,260,347,117
u130_s01_iris_ds2-lg-0r_02.bmp,273,297,115
u130_s02_iris_ds2-lg-0r_01.bmp,245,313,115
u130_s02_iris_ds2-lg-0r_02.bmp,248,280,115
u131_s01_iris_ds2-lg-0l_01.bmp,238,303,113
u131_s01_iris_ds2-lg-0l_02.bmp,240,392,113
u131_s02_iris_ds2-lg-0l_01.bmp,250,360,112
u131_s02_iris_ds2-lg-0l_02.bmp,290,358,110
u131_s01_iris_ds2-lg-0r_01.bmp,235,340,108
u131_s01_iris_ds2-lg-0r_02.bmp,216,383,108
u131_s02_iris_ds2-lg-0r_01.bmp,263,382,112
u131_s02_iris_ds2-lg-0r_02.bmp,271,351,108
u132_s01_iris_ds2-lg-0l_01.bmp,297,370,118
u132_s01_iris_ds2-lg-0l_02.bmp,293,291,112
u132_s02_iris_ds2-lg-0l_01.bmp,283,320,118
u132_s02_iris_ds2-lg-0l_02.bmp,271,336,118
u132_s01_iris_ds2-lg-0r_01.bmp,257,328,112
u132_s01_iris_ds2-lg-0r_02.bmp,271,325,110
u132_s02_iris_ds2-lg-0r_01.bmp,268,320,117
u132_s02_iris_ds2-lg-0r_02.bmp,285,318,117
u133_s01_iris_ds2-lg-0l_01.bmp,267,333,105
u133_s01_iris_ds2-lg-0l_02.bmp,268,325,104
u133_s02_iris_ds2-lg-0l_01.bmp,275,346,102
u133_s02_iris_ds2-lg-0l_02.bmp,257,322,105
u133_s01_iris_ds2-lg-0r_01.bmp,270,351,103
u133_s01_iris_ds2-lg-0r_02.bmp,257,334,102
u133_s02_iris_ds2-lg-0r_01.bmp,276,307,102
u133_s02_iris_ds2-lg-0r_02.bmp,266,310,105
u134_s01_iris_ds2-lg-0l_01.bmp,381,360,108
u134_s01_iris_ds2-lg-0l_02.bmp,308,334,113
u134_s02_iris_ds2-lg-0l_01.bmp,330,372,112
u134_s02_iris_ds2-lg-0l_02.bmp,247,301,110
u134_s01_iris_ds2-lg-0r_01.bmp,322,385,110
u134_s01_iris_ds2-lg-0r_02.bmp,363,343,112
u134_s02_iris_ds2-lg-0r_01.bmp,278,335,110
u134_s02_iris_ds2-lg-0r_02.bmp,280,280,108
u135_s01_iris_ds2-lg-0l_01.bmp,268,399,113
u135_s01_iris_ds2-lg-0l_02.bmp,275,388,113
u135_s02_iris_ds2-lg-0l_01.bmp,300,435,102
u135_s02_iris_ds2-lg-0l_02.bmp,290,403,112
u135_s01_iris_ds2-lg-0r_01.bmp,260,374,110
u135_s01_iris_ds2-lg-0r_02.bmp,267,356,107
u135_s02_iris_ds2-lg-0r_01.bmp,271,348,110
u135_s02_iris_ds2-lg-0r_02.bmp,284,385,107
u136_s01_iris_ds2-lg-0l_01.bmp,262,399,105
u136_s01_iris_ds2-lg-0l_02.bmp,243,363,110
u136_s02_iris_ds2-lg-0l_01.bmp,290,384,103
u136_s02_iris_ds2-lg-0l_02.bmp,290,386,110
u136_s01_iris_ds2-lg-0r_01.bmp,280,346,112
u136_s01_iris_ds2-lg-0r_02.bmp,265,365,113
u136_s02_iris_ds2-lg-0r_01.bmp,198,303,107
u136_s02_iris_ds2-lg-0r_02.bmp,265,393,103
u137_s01_iris_ds2-lg-0l_01.bmp,231,370,110
u137_s01_iris_ds2-lg-0l_02.bmp,247,382,108
u137_s02_iris_ds2-lg-0l_01.bmp,292,365,112
u137_s02_iris_ds2-lg-0l_02.bmp,272,375,112
u137_s01_iris_ds2-lg-0r_01.bmp,235,387,105
u137_s01_iris_ds2-lg-0r_02.bmp,258,342,107
u137_s02_iris_ds2-lg-0r_01.bmp,232,369,110
u137_s02_iris_ds2-lg-0r_02.bmp,271,304,110
u138_s01_iris_ds2-lg-0l_01.bmp,230,352,122
u138_s01_iris_ds2-lg-0l_02.bmp,214,411,118
u138_s02_iris_ds2-lg-0l_01.bmp,274,426,118
u138_s02_iris_ds2-lg-0l_02.bmp,264,436,118
u138_s01_iris_ds2-lg-0r_01.bmp,240,345,117
u138_s01_iris_ds2-lg-0r_02.bmp,240,313,115
u138_s02_iris_ds2-lg-0r_01.bmp,205,265,115
u138_s02_iris_ds2-lg-0r_02.bmp,235,340,115
u140_s01_iris_ds2-lg-0l_01.bmp,257,415,113
u140_s01_iris_ds2-lg-0l_02.bmp,225,362,110
u140_s02_iris_ds2-lg-0l_01.bmp,281,342,112
u140_s02_iris_ds2-lg-0l_02.bmp,293,380,113
u140_s01_iris_ds2-lg-0r_01.bmp,290,327,108
u140_s01_iris_ds2-lg-0r_02.bmp,280,309,110
u140_s02_iris_ds2-lg-0r_01.bmp,251,282,110
u140_s02_iris_ds2-lg-0r_02.bmp,265,292,110
u141_s01_iris_ds2-lg-0l_01.bmp,298,295,117
u141_s01_iris_ds2-lg-0l_02.bmp,268,305,115
u141_s02_iris_ds2-lg-0l_01.bmp,231,328,117
u141_s02_iris_ds2-lg-0l_02.bmp,278,305,113
u141_s01_iris_ds2-lg-0r_01.bmp,245,367,108
u141_s01_iris_ds2-lg-0r_02.bmp,275,322,112
u141_s02_iris_ds2-lg-0r_01.bmp,238,342,112
u141_s02_iris_ds2-lg-0r_02.bmp,253,298,108
u142_s01_iris_ds2-lg-0l_01.bmp,227,345,100
u142_s01_iris_ds2-lg-0l_02.bmp,230,302,107
u142_s02_iris_ds2-lg-0l_01.bmp,245,310,105
u142_s02_iris_ds2-lg-0l_02.bmp,291,354,105
u142_s01_iris_ds2-lg-0r_01.bmp,218,310,98
u142_s01_iris_ds2-lg-0r_02.bmp,260,311,103
u142_s02_iris_ds2-lg-0r_01.bmp,273,285,102
u142_s02_iris_ds2-lg-0r_02.bmp,240,297,103
u143_s01_iris_ds2-lg-0l_01.bmp,227,375,108
u143_s01_iris_ds2-lg-0l_02.bmp,272,405,105
u143_s02_iris_ds2-lg-0l_01.bmp,280,335,107
u143_s02_iris_ds2-lg-0l_02.bmp,273,377,107
u143_s01_iris_ds2-lg-0r_01.bmp,258,353,105
u143_s01_iris_ds2-lg-0r_02.bmp,260,353,105
u143_s02_iris_ds2-lg-0r_01.bmp,232,360,105
u143_s02_iris_ds2-lg-0r_02.bmp,245,380,103
u144_s01_iris_ds2-lg-0l_01.bmp,237,365,113
u144_s01_iris_ds2-lg-0l_02.bmp,261,344,113
u144_s02_iris_ds2-lg-0l_01.bmp,123,312,117
u144_s02_iris_ds2-lg-0l_02.bmp,162,333,113
u144_s01_iris_ds2-lg-0r_01.bmp,226,336,110
u144_s01_iris_ds2-lg-0r_02.bmp,212,295,110
u144_s02_iris_ds2-lg-0r_01.bmp,183,355,108
u144_s02_iris_ds2-lg-0r_02.bmp,215,335,110
u145_s01_iris_ds2-lg-0l_01.bmp,295,351,107
u145_s01_iris_ds2-lg-0l_02.bmp,273,415,107
u145_s02_iris_ds2-lg-0l_01.bmp,313,390,108
u145_s02_iris_ds2-lg-0l_02.bmp,302,417,112
u145_s01_iris_ds2-lg-0r_01.bmp,280,382,107
u145_s01_iris_ds2-lg-0r_02.bmp,283,404,107
u145_s02_iris_ds2-lg-0r_01.bmp,317,385,105
u145_s02_iris_ds2-lg-0r_02.bmp,301,388,107
u146_s01_iris_ds2-lg-0l_01.bmp,310,362,118
u146_s01_iris_ds2-lg-0l_02.bmp,295,369,117
u146_s02_iris_ds2-lg-0l_01.bmp,305,337,120
u146_s02_iris_ds2-lg-0l_02.bmp,303,342,122
u146_s01_iris_ds2-lg-0r_01.bmp,292,346,112
u146_s01_iris_ds2-lg-0r_02.bmp,298,325,117
u146_s02_iris_ds2-lg-0r_01.bmp,253,327,115
u146_s02_iris_ds2-lg-0r_02.bmp,286,305,115
u147_s01_iris_ds2-lg-0l_01.bmp,248,336,117
u147_s01_iris_ds2-lg-0l_02.bmp,243,347,113
u147_s02_iris_ds2-lg-0l_01.bmp,252,342,113
u147_s02_iris_ds2-lg-0l_02.bmp,255,349,113
u147_s01_iris_ds2-lg-0r_01.bmp,245,312,112
u147_s01_iris_ds2-lg-0r_02.bmp,238,307,112
u147_s02_iris_ds2-lg-0r_01.bmp,235,303,112
u147_s02_iris_ds2-lg-0r_02.bmp,253,310,117
u148_s01_iris_ds2-lg-0l_01.bmp,220,415,112
u148_s01_iris_ds2-lg-0l_02.bmp,283,390,110
u148_s02_iris_ds2-lg-0l_01.bmp,218,396,113
u148_s02_iris_ds2-lg-0l_02.bmp,240,388,110
u148_s01_iris_ds2-lg-0r_01.bmp,258,385,105
u148_s01_iris_ds2-lg-0r_02.bmp,248,361,107
u148_s02_iris_ds2-lg-0r_01.bmp,232,337,110
u148_s02_iris_ds2-lg-0r_02.bmp,223,352,107
u150_s01_iris_ds2-lg-0l_01.bmp,308,335,112
u150_s01_iris_ds2-lg-0l_02.bmp,318,319,105
u150_s02_iris_ds2-lg-0l_01.bmp,305,380,108
u150_s02_iris_ds2-lg-0l_02.bmp,326,336,108
u150_s01_iris_ds2-lg-0r_01.bmp,309,298,110
u150_s01_iris_ds2-lg-0r_02.bmp,328,313,108
u150_s02_iris_ds2-lg-0r_01.bmp,280,312,107
u150_s02_iris_ds2-lg-0r_02.bmp,300,310,113
u151_s01_iris_ds2-lg-0l_01.bmp,283,308,118
u151_s01_iris_ds2-lg-0l_02.bmp,267,310,118
u151_s02_iris_ds2-lg-0l_01.bmp,287,297,117
u151_s02_iris_ds2-lg-0l_02.bmp,282,315,117
u151_s01_iris_ds2-lg-0r_01.bmp,245,296,118
u151_s01_iris_ds2-lg-0r_02.bmp,272,302,117
u151_s02_iris_ds2-lg-0r_01.bmp,250,322,110
u151_s02_iris_ds2-lg-0r_02.bmp,272,307,113
u152_s01_iris_ds2-lg-0l_01.bmp,276,410,112
u152_s01_iris_ds2-lg-0l_02.bmp,284,390,113
u152_s02_iris_ds2-lg-0l_01.bmp,259,383,115
u152_s02_iris_ds2-lg-0l_02.bmp,281,382,115
u152_s01_iris_ds2-lg-0r_01.bmp,213,285,110
u152_s01_iris_ds2-lg-0r_02.bmp,290,333,112
u152_s02_iris_ds2-lg-0r_01.bmp,255,355,110
u152_s02_iris_ds2-lg-0r_02.bmp,284,355,110
u153_s01_iris_ds2-lg-0l_01.bmp,212,353,115
u153_s01_iris_ds2-lg-0l_02.bmp,233,360,112
u153_s02_iris_ds2-lg-0l_01.bmp,215,362,113
u153_s02_iris_ds2-lg-0l_02.bmp,230,350,113
u153_s01_iris_ds2-lg-0r_01.bmp,219,311,112
u153_s01_iris_ds2-lg-0r_02.bmp,251,319,112
u153_s02_iris_ds2-lg-0r_01.bmp,228,310,108
u153_s02_iris_ds2-lg-0r_02.bmp,227,314,112
u154_s01_iris_ds2-lg-0l_01.bmp,267,384,112
u154_s01_iris_ds2-lg-0l_02.bmp,288,358,110
u154_s02_iris_ds2-lg-0l_01.bmp,304,341,110
u154_s02_iris_ds2-lg-0l_02.bmp,308,347,112
u154_s01_iris_ds2-lg-0r_01.bmp,274,368,112
u154_s01_iris_ds2-lg-0r_02.bmp,278,382,110
u154_s02_iris_ds2-lg-0r_01.bmp,310,357,110
u154_s02_iris_ds2-lg-0r_02.bmp,321,340,110
u155_s01_iris_ds2-lg-0l_01.bmp,250,332,98
u155_s01_iris_ds2-lg-0l_02.bmp,223,282,95
u155_s02_iris_ds2-lg-0l_01.bmp,213,320,100
u155_s02_iris_ds2-lg-0l_02.bmp,220,355,98
u155_s01_iris_ds2-lg-0r_01.bmp,243,350,100
u155_s01_iris_ds2-lg-0r_02.bmp,201,312,98
u155_s02_iris_ds2-lg-0r_01.bmp,201,327,97
u155_s02_iris_ds2-lg-0r_02.bmp,235,290,100
u156_s01_iris_ds2-lg-0l_01.bmp,363,384,105
u156_s01_iris_ds2-lg-0l_02.bmp,290,335,108
u156_s02_iris_ds2-lg-0l_01.bmp,302,315,115
u156_s02_iris_ds2-lg-0l_02.bmp,295,327,105
u156_s01_iris_ds2-lg-0r_01.bmp,328,282,107
u156_s01_iris_ds2-lg-0r_02.bmp,275,330,110
u156_s02_iris_ds2-lg-0r_01.bmp,292,293,107
u156_s02_iris_ds2-lg-0r_02.bmp,321,283,105
u157_s01_iris_ds2-lg-0l_01.bmp,299,404,108
u157_s01_iris_ds2-lg-0l_02.bmp,280,407,107
u157_s02_iris_ds2-lg-0l_01.bmp,282,407,110
u157_s02_iris_ds2-lg-0l_02.bmp,282,425,108
u157_s01_iris_ds2-lg-0r_01.bmp,287,359,112
u157_s01_iris_ds2-lg-0r_02.bmp,295,383,105
u157_s02_iris_ds2-lg-0r_01.bmp,285,369,107
u157_s02_iris_ds2-lg-0r_02.bmp,300,398,107
u158_s01_iris_ds2-lg-0l_01.bmp,277,335,107
u158_s01_iris_ds2-lg-0l_02.bmp,303,343,108
u158_s02_iris_ds2-lg-0l_01.bmp,313,455,112
u158_s02_iris_ds2-lg-0l_02.bmp,323,397,125
u158_s01_iris_ds2-lg-0r_01.bmp,238,374,102
u158_s01_iris_ds2-lg-0r_02.bmp,303,373,105
u158_s02_iris_ds2-lg-0r_01.bmp,220,362,102
u158_s02_iris_ds2-lg-0r_02.bmp,298,267,107
u159_s01_iris_ds2-lg-0l_01.bmp,282,393,115
u159_s01_iris_ds2-lg-0l_02.bmp,277,357,115
u159_s02_iris_ds2-lg-0l_01.bmp,275,400,113
u159_s02_iris_ds2-lg-0l_02.bmp,305,358,115
u159_s01_iris_ds2-lg-0r_01.bmp,277,360,113
u159_s01_iris_ds2-lg-0r_02.bmp,283,356,113
u159_s02_iris_ds2-lg-0r_01.bmp,262,383,110
u159_s02_iris_ds2-lg-0r_02.bmp,270,375,113
u160_s01_iris_ds2-lg-0l_01.bmp,283,318,110
u160_s01_iris_ds2-lg-0l_02.bmp,260,325,108
u160_s02_iris_ds2-lg-0l_01.bmp,294,316,110
u160_s02_iris_ds2-lg-0l_02.bmp,291,358,108
u160_s01_iris_ds2-lg-0r_01.bmp,256,317,110
u160_s01_iris_ds2-lg-0r_02.bmp,268,325,110
u160_s02_iris_ds2-lg-0r_01.bmp,230,313,108
u160_s02_iris_ds2-lg-0r_02.bmp,257,294,105
u161_s01_iris_ds2-lg-0l_01.bmp,272,356,113
u161_s01_iris_ds2-lg-0l_02.bmp,268,324,110
u161_s02_iris_ds2-lg-0l_01.bmp,255,292,115
u161_s02_iris_ds2-lg-0l_02.bmp,266,332,113
u161_s01_iris_ds2-lg-0r_01.bmp,264,349,108
u161_s01_iris_ds2-lg-0r_02.bmp,271,324,108
u161_s02_iris_ds2-lg-0r_01.bmp,258,310,110
u161_s02_iris_ds2-lg-0r_02.bmp,252,322,108
u162_s01_iris_ds2-lg-0l_01.bmp,289,382,108
u162_s01_iris_ds2-lg-0l_02.bmp,257,425,108
u162_s02_iris_ds2-lg-0l_01.bmp,240,395,108
u162_s02_iris_ds2-lg-0l_02.bmp,254,335,110
u162_s01_iris_ds2-lg-0r_01.bmp,255,372,108
u162_s01_iris_ds2-lg-0r_02.bmp,280,270,115
u162_s02_iris_ds2-lg-0r_01.bmp,280,300,107
u162_s02_iris_ds2-lg-0r_02.bmp,232,291,107
u163_s01_iris_ds2-lg-0l_01.bmp,254,353,113
u163_s01_iris_ds2-lg-0l_02.bmp,272,358,110
u163_s02_iris_ds2-lg-0l_01.bmp,274,370,115
u163_s02_iris_ds2-lg-0l_02.bmp,267,371,110
u163_s01_iris_ds2-lg-0r_01.bmp,266,349,110
u163_s01_iris_ds2-lg-0r_02.bmp,263,351,110
u163_s02_iris_ds2-lg-0r_01.bmp,265,340,110
u163_s02_iris_ds2-lg-0r_02.bmp,259,398,108
u164_s01_iris_ds2-lg-0l_01.bmp,260,340,112
u164_s01_iris_ds2-lg-0l_02.bmp,253,343,112
u164_s02_iris_ds2-lg-0l_01.bmp,230,327,110
u164_s02_iris_ds2-lg-0l_02.bmp,253,332,110
u164_s01_iris_ds2-lg-0r_01.bmp,253,315,103
u164_s01_iris_ds2-lg-0r_02.bmp,245,312,107
u164_s02_iris_ds2-lg-0r_01.bmp,255,312,103
u164_s02_iris_ds2-lg-0r_02.bmp,250,310,105
u165_s01_iris_ds2-lg-0l_01.bmp,223,360,108
u165_s01_iris_ds2-lg-0l_02.bmp,273,366,107
u165_s02_iris_ds2-lg-0l_01.bmp,270,315,103
u165_s02_iris_ds2-lg-0l_02.bmp,297,356,113
u165_s01_iris_ds2-lg-0r_01.bmp,275,352,102
u165_s01_iris_ds2-lg-0r_02.bmp,248,346,107
u165_s02_iris_ds2-lg-0r_01.bmp,270,313,100
u165_s02_iris_ds2-lg-0r_02.bmp,267,316,103
u166_s01_iris_ds2-lg-0l_01.bmp,238,435,113
u166_s01_iris_ds2-lg-0l_02.bmp,231,398,115
u166_s02_iris_ds2-lg-0l_01.bmp,235,383,110
u166_s02_iris_ds2-lg-0l_02.bmp,192,415,115
u166_s01_iris_ds2-lg-0r_01.bmp,235,353,113
u166_s01_iris_ds2-lg-0r_02.bmp,262,276,113
u166_s02_iris_ds2-lg-0r_01.bmp,283,315,110
u166_s02_iris_ds2-lg-0r_02.bmp,243,283,107
u167_s01_iris_ds2-lg-0l_01.bmp,238,381,108
u167_s01_iris_ds2-lg-0l_02.bmp,248,398,112
u167_s02_iris_ds2-lg-0l_01.bmp,247,362,110
u167_s02_iris_ds2-lg-0l_02.bmp,284,430,112
u167_s01_iris_ds2-lg-0r_01.bmp,245,368,110
u167_s01_iris_ds2-lg-0r_02.bmp,236,333,108
u167_s02_iris_ds2-lg-0r_01.bmp,260,333,107
u167_s02_iris_ds2-lg-0r_02.bmp,222,285,102
u168_s01_iris_ds2-lg-0l_01.bmp,297,342,115
u168_s01_iris_ds2-lg-0l_02.bmp,279,339,115
u168_s02_iris_ds2-lg-0l_01.bmp,302,311,113
u168_s02_iris_ds2-lg-0l_02.bmp,298,338,113
u168_s01_iris_ds2-lg-0r_01.bmp,267,373,112
u168_s01_iris_ds2-lg-0r_02.bmp,275,367,112
u168_s02_iris_ds2-lg-0r_01.bmp,251,332,112
u168_s02_iris_ds2-lg-0r_02.bmp,272,330,112
u169_s01_iris_ds2-lg-0l_01.bmp,238,350,118
u169_s01_iris_ds2-lg-0l_02.bmp,258,318,113
u169_s02_iris_ds2-lg-0l_01.bmp,294,370,113
u169_s02_iris_ds2-lg-0l_02.bmp,293,323,113
u169_s01_iris_ds2-lg-0r_01.bmp,285,324,107
u169_s01_iris_ds2-lg-0r_02.bmp,273,330,107
u169_s02_iris_ds2-lg-0r_01.bmp,260,315,110
u169_s02_iris_ds2-lg-0r_02.bmp,267,305,108
u170_s01_iris_ds2-lg-0l_01.bmp,278,371,113
u170_s01_iris_ds2-lg-0l_02.bmp,275,378,113
u170_s02_iris_ds2-lg-0l_01.bmp,268,355,115
u170_s02_iris_ds2-lg-0l_02.bmp,280,357,113
u170_s01_iris_ds2-lg-0r_01.bmp,297,358,108
u170_s01_iris_ds2-lg-0r_02.bmp,298,362,107
u170_s02_iris_ds2-lg-0r_01.bmp,273,370,108
u170_s02_iris_ds2-lg-0r_02.bmp,302,355,110
u171_s01_iris_ds2-lg-0l_01.bmp,271,347,118
u171_s01_iris_ds2-lg-0l_02.bmp,280,331,115
u171_s02_iris_ds2-lg-0l_01.bmp,285,361,113
u171_s02_iris_ds2-lg-0l_02.bmp,313,365,112
u171_s01_iris_ds2-lg-0r_01.bmp,255,330,118
u171_s01_iris_ds2-lg-0r_02.bmp,250,310,110
u171_s02_iris_ds2-lg-0r_01.bmp,286,373,120
u171_s02_iris_ds2-lg-0r_02.bmp,290,320,118
u172_s01_iris_ds2-lg-0l_01.bmp,260,371,113
u172_s01_iris_ds2-lg-0l_02.bmp,269,359,117
u172_s02_iris_ds2-lg-0l_01.bmp,258,352,115
u172_s02_iris_ds2-lg-0l_02.bmp,268,361,117
u172_s01_iris_ds2-lg-0r_01.bmp,205,316,113
u172_s01_iris_ds2-lg-0r_02.bmp,275,338,112
u172_s02_iris_ds2-lg-0r_01.bmp,257,305,115
u172_s02_iris_ds2-lg-0r_02.bmp,260,330,113
u173_s01_iris_ds2-lg-0l_01.bmp,265,318,113
u173_s01_iris_ds2-lg-0l_02.bmp,232,342,110
u173_s02_iris_ds2-lg-0l_01.bmp,257,302,108
u173_s02_iris_ds2-lg-0l_02.bmp,266,325,110
u173_s01_iris_ds2-lg-0r_01.bmp,230,325,112
u173_s01_iris_ds2-lg-0r_02.bmp,257,282,113
u173_s02_iris_ds2-lg-0r_01.bmp,285,315,112
u173_s02_iris_ds2-lg-0r_02.bmp,309,275,110
u174_s01_iris_ds2-lg-0l_01.bmp,280,346,105
u174_s01_iris_ds2-lg-0l_02.bmp,297,299,107
u174_s02_iris_ds2-lg-0l_01.bmp,248,290,105
u174_s02_iris_ds2-lg-0l_02.bmp,298,320,105
u174_s01_iris_ds2-lg-0r_01.bmp,263,340,100
u174_s01_iris_ds2-lg-0r_02.bmp,269,310,102
u174_s02_iris_ds2-lg-0r_01.bmp,278,356,103
u174_s02_iris_ds2-lg-0r_02.bmp,265,343,107
u175_s01_iris_ds2-lg-0l_01.bmp,226,365,117
u175_s01_iris_ds2-lg-0l_02.bmp,326,344,115
u175_s02_iris_ds2-lg-0l_01.bmp,228,433,118
u175_s02_iris_ds2-lg-0l_02.bmp,312,368,113
u175_s01_iris_ds2-lg-0r_01.bmp,225,327,113
u175_s01_iris_ds2-lg-0r_02.bmp,255,397,120
u175_s02_iris_ds2-lg-0r_01.bmp,264,379,112
u175_s02_iris_ds2-lg-0r_02.bmp,252,356,110
u176_s01_iris_ds2-lg-0l_01.bmp,237,375,115
u176_s01_iris_ds2-lg-0l_02.bmp,272,363,115
u176_s02_iris_ds2-lg-0l_01.bmp,239,405,113
u176_s02_iris_ds2-lg-0l_02.bmp,249,375,117
u176_s01_iris_ds2-lg-0r_01.bmp,299,392,113
u176_s01_iris_ds2-lg-0r_02.bmp,261,355,112
u176_s02_iris_ds2-lg-0r_01.bmp,255,394,110
u176_s02_iris_ds2-lg-0r_02.bmp,263,374,110
u177_s01_iris_ds2-lg-0l_01.bmp,286,390,108
u177_s01_iris_ds2-lg-0l_02.bmp,275,417,113
u177_s02_iris_ds2-lg-0l_01.bmp,277,350,112
u177_s02_iris_ds2-lg-0l_02.bmp,230,403,112
